"Season","Week Start","Week End","Week","Location","Care Type","1-Week Percent COVID-19","dtm_updated"
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Elevate Health","Emergency Visits","2.1",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Greater Health Now","Hospitalizations","2.4",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Greater Health Now","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Healthier Here","Hospitalizations","2.7",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Healthier Here","Emergency Visits","2.2",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"North Sound","Hospitalizations","3.9",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"North Sound","Emergency Visits","2.6",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Olympic Community of Health","Hospitalizations","4.4",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Olympic Community of Health","Emergency Visits","2.8",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Southwest Washington","Hospitalizations","3.8",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Southwest Washington","Emergency Visits","2",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Statewide","Hospitalizations","3.1",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Statewide","Emergency Visits","2.2",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Thriving Together NCW","Hospitalizations","3.3",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Thriving Together NCW","Emergency Visits","2",2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2023-2024",2023-10-08 00:00:00,2023-10-14 00:00:00,41,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Better Health Together","Hospitalizations","3.9",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Better Health Together","Emergency Visits","2.1",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Cascade Pacific Action Alliance","Hospitalizations","2.5",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Cascade Pacific Action Alliance","Emergency Visits","1.7",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Elevate Health","Hospitalizations","1.5",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Elevate Health","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Greater Health Now","Hospitalizations","3.1",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Greater Health Now","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Healthier Here","Hospitalizations","2.2",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Healthier Here","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"North Sound","Hospitalizations","2",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"North Sound","Emergency Visits","1.9",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Olympic Community of Health","Hospitalizations","3.4",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Olympic Community of Health","Emergency Visits","1.9",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Southwest Washington","Hospitalizations","2",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Southwest Washington","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Statewide","Hospitalizations","2.3",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Statewide","Emergency Visits","1.7",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Thriving Together NCW","Hospitalizations","1.5",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Thriving Together NCW","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2023-2024",2023-10-15 00:00:00,2023-10-21 00:00:00,42,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Better Health Together","Hospitalizations","3.3",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Better Health Together","Emergency Visits","1.7",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Cascade Pacific Action Alliance","Hospitalizations","2.2",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Cascade Pacific Action Alliance","Emergency Visits","1.6",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Elevate Health","Hospitalizations","2.2",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Elevate Health","Emergency Visits","1.6",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Greater Health Now","Hospitalizations","1.3",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Greater Health Now","Emergency Visits","1.2",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Healthier Here","Hospitalizations","1.7",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Healthier Here","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"North Sound","Hospitalizations","1.9",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"North Sound","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Olympic Community of Health","Hospitalizations","2.6",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Olympic Community of Health","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Southwest Washington","Hospitalizations","1.4",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Southwest Washington","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Statewide","Hospitalizations","2",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Statewide","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Thriving Together NCW","Hospitalizations","1.1",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Thriving Together NCW","Emergency Visits","1",2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2023-2024",2023-10-22 00:00:00,2023-10-28 00:00:00,43,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Better Health Together","Hospitalizations","1.8",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Better Health Together","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Cascade Pacific Action Alliance","Hospitalizations","2.5",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Cascade Pacific Action Alliance","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Elevate Health","Hospitalizations","1.2",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Elevate Health","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Greater Health Now","Hospitalizations","1.2",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Greater Health Now","Emergency Visits","1",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Healthier Here","Hospitalizations","1.7",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Healthier Here","Emergency Visits","1.6",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"North Sound","Hospitalizations","2.7",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"North Sound","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Olympic Community of Health","Hospitalizations","3",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Olympic Community of Health","Emergency Visits","2",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Southwest Washington","Hospitalizations","3",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Southwest Washington","Emergency Visits","2.2",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Statewide","Hospitalizations","1.9",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Statewide","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Thriving Together NCW","Hospitalizations","0.6",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Thriving Together NCW","Emergency Visits","1.2",2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2023-2024",2023-10-29 00:00:00,2023-11-04 00:00:00,44,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Better Health Together","Hospitalizations","1.6",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Better Health Together","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Cascade Pacific Action Alliance","Hospitalizations","1.6",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Cascade Pacific Action Alliance","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Elevate Health","Hospitalizations","1.5",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Elevate Health","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Greater Health Now","Hospitalizations","2.5",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Greater Health Now","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Healthier Here","Hospitalizations","2.1",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Healthier Here","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"North Sound","Hospitalizations","2",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"North Sound","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Olympic Community of Health","Hospitalizations","3.3",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Olympic Community of Health","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Southwest Washington","Hospitalizations","2.3",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Southwest Washington","Emergency Visits","1.7",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Statewide","Hospitalizations","1.9",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Statewide","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Thriving Together NCW","Hospitalizations","0.3",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Thriving Together NCW","Emergency Visits","1",2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2023-2024",2023-11-05 00:00:00,2023-11-11 00:00:00,45,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Better Health Together","Hospitalizations","2.5",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Better Health Together","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Cascade Pacific Action Alliance","Hospitalizations","2.3",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Cascade Pacific Action Alliance","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Elevate Health","Hospitalizations","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Elevate Health","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Greater Health Now","Hospitalizations","2.1",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Greater Health Now","Emergency Visits","1",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Healthier Here","Hospitalizations","1.8",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Healthier Here","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"North Sound","Hospitalizations","1.8",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"North Sound","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Olympic Community of Health","Hospitalizations","5.9",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Olympic Community of Health","Emergency Visits","2.3",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Southwest Washington","Hospitalizations","2.3",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Southwest Washington","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Statewide","Hospitalizations","2",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Statewide","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Thriving Together NCW","Hospitalizations","0.3",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Thriving Together NCW","Emergency Visits","1.1",2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2023-2024",2023-11-12 00:00:00,2023-11-18 00:00:00,46,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Better Health Together","Hospitalizations","3.2",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Better Health Together","Emergency Visits","2",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Cascade Pacific Action Alliance","Hospitalizations","1.9",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Cascade Pacific Action Alliance","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Elevate Health","Hospitalizations","1.8",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Elevate Health","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Greater Health Now","Hospitalizations","2.1",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Greater Health Now","Emergency Visits","1.3",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Healthier Here","Hospitalizations","1.7",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Healthier Here","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"North Sound","Hospitalizations","2.2",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"North Sound","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Olympic Community of Health","Hospitalizations","5.2",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Olympic Community of Health","Emergency Visits","2.3",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Southwest Washington","Hospitalizations","2.6",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Southwest Washington","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Statewide","Hospitalizations","2.1",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Statewide","Emergency Visits","1.5",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Thriving Together NCW","Hospitalizations","1.6",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Thriving Together NCW","Emergency Visits","1.2",2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2023-2024",2023-11-19 00:00:00,2023-11-25 00:00:00,47,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Better Health Together","Hospitalizations","3.4",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Better Health Together","Emergency Visits","2",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Cascade Pacific Action Alliance","Hospitalizations","2.4",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Cascade Pacific Action Alliance","Emergency Visits","1.9",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Elevate Health","Hospitalizations","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Elevate Health","Emergency Visits","1.4",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Greater Health Now","Hospitalizations","3.1",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Greater Health Now","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Healthier Here","Hospitalizations","1.9",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Healthier Here","Emergency Visits","1.6",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"North Sound","Hospitalizations","2.1",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"North Sound","Emergency Visits","2",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Olympic Community of Health","Hospitalizations","3",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Olympic Community of Health","Emergency Visits","2.5",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Southwest Washington","Hospitalizations","2.7",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Southwest Washington","Emergency Visits","1.6",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Statewide","Hospitalizations","2.2",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Statewide","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Thriving Together NCW","Hospitalizations","1.8",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Thriving Together NCW","Emergency Visits","1.8",2024-04-16 07:58:20
"2023-2024",2023-11-26 00:00:00,2023-12-02 00:00:00,48,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
